Data e hora,Biblioteca (C),Aulas (B),Cafetaria (O),Quimica (E),Minas e Metalurgia (F),Civil (G),Civil Norte (H),Electrotecnia (I),Mecanica (L),Mecanica Norte (M)
23/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
23/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
23/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
23/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
23/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
23/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
23/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
24/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
25/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
26/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
27/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
28/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
29/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
30/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 07:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 08:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 09:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 10:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 11:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 12:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 13:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 14:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 15:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 16:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 17:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 18:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 19:00:00,5.604,14.803,1.492,2.566,2.608,3.261,4.551,7.405,2.899,2.514
31/03/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31/03/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 07:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 08:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 09:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 10:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 11:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 12:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 13:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 14:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 15:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 16:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 17:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 18:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 19:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
01/04/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/04/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 07:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 08:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 09:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 10:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 11:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 12:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 13:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 14:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 15:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 16:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 17:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 18:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 19:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
02/04/2024 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2024 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2024 07:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
03/04/2024 08:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
03/04/2024 09:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
03/04/2024 10:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
03/04/2024 11:00:00,2.489,5.062,1.123,1.019,1.125,1.459,1.212,2.556,1.006,1.266
