Datetime (UTC),Carbon Intensity gCO₂eq/kWh (direct)
27/05/2024 15:00:00,133.19
27/05/2024 16:00:00,135.85
27/05/2024 17:00:00,157.55
27/05/2024 18:00:00,166.63
27/05/2024 19:00:00,156.28
27/05/2024 20:00:00,145.52
27/05/2024 21:00:00,167.78
27/05/2024 22:00:00,179.86
27/05/2024 23:00:00,184.5
28/05/2024 00:00:00,196.41
28/05/2024 01:00:00,204.06
28/05/2024 02:00:00,201.7
28/05/2024 03:00:00,200.94
28/05/2024 04:00:00,193.7
28/05/2024 05:00:00,191.51
28/05/2024 06:00:00,182.41
28/05/2024 07:00:00,163.17
28/05/2024 08:00:00,139.01
28/05/2024 09:00:00,126.62
28/05/2024 10:00:00,115.22
28/05/2024 11:00:00,107.7
28/05/2024 12:00:00,99.44
28/05/2024 13:00:00,100.45
28/05/2024 14:00:00,95.45
28/05/2024 15:00:00,90.64
28/05/2024 16:00:00,89.94
28/05/2024 17:00:00,99.64
28/05/2024 18:00:00,126.39
28/05/2024 19:00:00,133.3
28/05/2024 20:00:00,143.11
28/05/2024 21:00:00,169.26
28/05/2024 22:00:00,196.83
28/05/2024 23:00:00,213.25
29/05/2024 00:00:00,222.0
29/05/2024 01:00:00,220.34
29/05/2024 02:00:00,226.21
29/05/2024 03:00:00,233.63
29/05/2024 04:00:00,233.29
29/05/2024 05:00:00,228.72
29/05/2024 06:00:00,216.12
29/05/2024 07:00:00,209.16
29/05/2024 08:00:00,195.93
29/05/2024 09:00:00,189.25
29/05/2024 10:00:00,180.85
29/05/2024 11:00:00,176.54
29/05/2024 12:00:00,172.33
29/05/2024 13:00:00,165.87
29/05/2024 14:00:00,167.25
29/05/2024 15:00:00,170.1
29/05/2024 16:00:00,169.02
29/05/2024 17:00:00,179.68
29/05/2024 18:00:00,183.08
29/05/2024 19:00:00,170.21
29/05/2024 20:00:00,182.85
29/05/2024 21:00:00,213.35
29/05/2024 22:00:00,230.31
29/05/2024 23:00:00,243.9
30/05/2024 00:00:00,256.79
30/05/2024 01:00:00,266.03
30/05/2024 02:00:00,264.17
30/05/2024 03:00:00,273.1
30/05/2024 04:00:00,252.48
30/05/2024 05:00:00,218.14
30/05/2024 06:00:00,207.83
30/05/2024 07:00:00,208.36
30/05/2024 08:00:00,214.57
30/05/2024 09:00:00,197.1
30/05/2024 10:00:00,187.75
30/05/2024 11:00:00,181.63
30/05/2024 12:00:00,181.19
30/05/2024 13:00:00,167.37
30/05/2024 14:00:00,170.52
30/05/2024 15:00:00,170.52
30/05/2024 16:00:00,180.48
30/05/2024 17:00:00,190.11
30/05/2024 18:00:00,192.12
30/05/2024 19:00:00,190.49
30/05/2024 20:00:00,198.54
30/05/2024 21:00:00,235.35
30/05/2024 22:00:00,235.9
30/05/2024 23:00:00,253.74
31/05/2024 00:00:00,277.36
31/05/2024 01:00:00,276.38
31/05/2024 02:00:00,272.06
31/05/2024 03:00:00,273.24
31/05/2024 04:00:00,257.04
31/05/2024 05:00:00,231.1
31/05/2024 06:00:00,229.02
31/05/2024 07:00:00,221.99
31/05/2024 08:00:00,192.85
31/05/2024 09:00:00,175.89
31/05/2024 10:00:00,176.06
31/05/2024 11:00:00,172.85
31/05/2024 12:00:00,169.96
31/05/2024 13:00:00,164.09
31/05/2024 14:00:00,165.61
31/05/2024 15:00:00,172.59
31/05/2024 16:00:00,182.56
31/05/2024 17:00:00,201.35
31/05/2024 18:00:00,180.39
31/05/2024 19:00:00,177.5
31/05/2024 20:00:00,185.08
31/05/2024 21:00:00,200.12
31/05/2024 22:00:00,223.13
31/05/2024 23:00:00,244.43
